step,action,reward,pacman_x,pacman_y,food_remaining,done
136,South,9.0,3,7,25,False
137,South,9.0,3,6,24,False
138,South,9.0,3,5,23,False
139,South,9.0,3,4,22,False
140,East,9.0,3,3,21,False
141,West,-1.0,4,3,20,False
142,Stop,-1.0,3,3,20,False
143,Stop,-1.0,3,3,20,False
144,Stop,-1.0,3,3,20,False
145,East,-1.0,3,3,20,False
146,South,9.0,4,3,20,False
147,South,9.0,4,2,19,False
148,West,9.0,4,1,18,False
149,West,9.0,3,1,17,False
150,West,9.0,2,1,16,False
151,North,9.0,1,1,15,False
152,North,9.0,1,2,14,False
153,North,9.0,1,3,13,False
154,South,-1.0,1,4,12,False
155,South,-1.0,1,3,12,False
156,South,-1.0,1,2,12,False
157,East,-1.0,1,1,12,False
158,East,-1.0,2,1,12,False
159,East,-1.0,3,1,12,False
160,North,-1.0,4,1,12,False
161,North,-1.0,4,2,12,False
162,West,-1.0,4,3,12,False
163,North,-1.0,3,3,12,False
164,North,-1.0,3,4,12,False
165,West,9.0,3,5,12,False
166,West,9.0,2,5,11,False
167,Stop,-1.0,1,5,10,False
168,North,9.0,1,5,10,False
169,North,9.0,1,6,9,False
170,North,9.0,1,7,8,False
171,North,49.0,1,8,7,False
172,East,9.0,1,9,7,False
173,East,9.0,2,9,6,False
174,East,9.0,3,9,5,False
175,South,9.0,4,9,4,False
176,South,-1.0,4,8,3,False
177,West,-1.0,4,7,3,False
178,South,-1.0,3,7,3,False
179,South,-1.0,3,6,3,False
180,East,9.0,3,5,3,False
181,East,9.0,4,5,2,False
182,East,-1.0,5,5,1,False
183,South,-1.0,6,5,1,False
184,South,-1.0,6,4,1,False
185,West,509.0,6,3,1,True
