step,action,reward,pacman_x,pacman_y,food_remaining,done
137,North,9.0,1,2,29,False
138,North,9.0,1,3,28,False
139,North,9.0,1,4,27,False
140,East,9.0,1,5,26,False
141,East,9.0,2,5,25,False
142,South,9.0,3,5,24,False
143,South,9.0,3,4,23,False
144,Stop,-1.0,3,3,22,False
145,North,-1.0,3,3,22,False
146,North,-1.0,3,4,22,False
147,East,9.0,3,5,22,False
148,East,9.0,4,5,21,False
149,East,9.0,5,5,20,False
150,South,9.0,6,5,19,False
151,North,-1.0,6,4,18,False
152,North,9.0,6,5,18,False
153,North,9.0,6,6,17,False
154,West,9.0,6,7,16,False
155,West,9.0,5,7,15,False
156,West,9.0,4,7,14,False
157,South,9.0,3,7,13,False
158,South,-1.0,3,6,12,False
159,West,-1.0,3,5,12,False
160,West,-1.0,2,5,12,False
161,Stop,-1.0,1,5,12,False
162,North,9.0,1,5,12,False
163,North,9.0,1,6,11,False
164,North,9.0,1,7,10,False
165,North,49.0,1,8,9,False
166,Stop,-1.0,1,9,9,False
167,East,9.0,1,9,9,False
168,East,9.0,2,9,8,False
169,East,9.0,3,9,7,False
170,South,9.0,4,9,6,False
171,South,-1.0,4,8,5,False
172,East,-1.0,4,7,5,False
173,East,-1.0,5,7,5,False
174,East,9.0,6,7,5,False
175,East,9.0,7,7,4,False
176,East,-1.0,8,7,3,False
177,West,-1.0,9,7,3,False
178,West,-1.0,8,7,3,False
179,West,-1.0,7,7,3,False
180,West,-1.0,6,7,3,False
181,West,-1.0,5,7,3,False
182,West,-1.0,4,7,3,False
183,East,-1.0,3,7,3,False
184,East,-1.0,4,7,3,False
185,East,-1.0,5,7,3,False
186,South,199.0,6,7,3,False
187,South,-1.0,6,6,3,False
188,North,-1.0,6,5,3,False
189,North,-1.0,6,6,3,False
190,North,9.0,6,7,3,False
191,North,9.0,6,8,2,False
192,East,509.0,6,9,1,True
