step,action,reward,pacman_x,pacman_y,food_remaining,done
138,Stop,199.0,3,3,27,False
139,East,-1.0,3,3,27,False
140,South,9.0,4,3,27,False
141,South,9.0,4,2,26,False
142,West,9.0,4,1,25,False
143,West,9.0,3,1,24,False
144,West,9.0,2,1,23,False
145,North,9.0,1,1,22,False
146,North,9.0,1,2,21,False
147,North,9.0,1,3,20,False
148,North,-1.0,1,4,19,False
149,East,-1.0,1,5,19,False
150,East,-1.0,2,5,19,False
151,East,-1.0,3,5,19,False
152,East,-1.0,4,5,19,False
153,East,-1.0,5,5,19,False
154,North,-1.0,6,5,19,False
155,North,-1.0,6,6,19,False
156,North,9.0,6,7,19,False
157,North,9.0,6,8,18,False
158,East,9.0,6,9,17,False
159,East,9.0,7,9,16,False
160,East,9.0,8,9,15,False
161,East,9.0,9,9,14,False
162,East,9.0,10,9,13,False
163,West,-1.0,11,9,12,False
164,West,-1.0,10,9,12,False
165,West,-1.0,9,9,12,False
166,West,-1.0,8,9,12,False
167,West,-1.0,7,9,12,False
168,South,-1.0,6,9,12,False
169,South,-1.0,6,8,12,False
170,East,9.0,6,7,12,False
171,East,9.0,7,7,11,False
172,East,9.0,8,7,10,False
173,East,9.0,9,7,9,False
174,East,9.0,10,7,8,False
175,East,9.0,11,7,7,False
176,East,9.0,12,7,6,False
177,South,9.0,13,7,5,False
178,North,-1.0,13,6,4,False
179,North,9.0,13,7,4,False
180,North,9.0,13,8,3,False
181,Stop,-501.0,13,9,2,True
