step,action,reward,pacman_x,pacman_y,food_remaining,done
137,North,-1.0,16,6,21,False
138,West,-1.0,16,7,21,False
139,West,-1.0,15,7,21,False
140,West,-1.0,14,7,21,False
141,North,9.0,13,7,21,False
142,North,9.0,13,8,20,False
143,Stop,-1.0,13,9,19,False
144,West,9.0,13,9,19,False
145,West,9.0,12,9,18,False
146,West,9.0,11,9,17,False
147,West,9.0,10,9,16,False
148,West,9.0,9,9,15,False
149,West,9.0,8,9,14,False
150,West,9.0,7,9,13,False
151,Stop,-1.0,6,9,12,False
152,Stop,-1.0,6,9,12,False
153,Stop,-1.0,6,9,12,False
154,South,9.0,6,9,12,False
155,South,-1.0,6,8,11,False
156,South,9.0,6,7,11,False
157,South,9.0,6,6,10,False
158,South,9.0,6,5,9,False
159,South,-1.0,6,4,8,False
160,West,-1.0,6,3,8,False
161,West,-1.0,5,3,8,False
162,West,9.0,4,3,8,False
163,North,9.0,3,3,7,False
164,North,9.0,3,4,6,False
165,North,9.0,3,5,5,False
166,North,9.0,3,6,4,False
167,East,-1.0,3,7,3,False
168,East,-501.0,4,7,3,True
