step,action,reward,pacman_x,pacman_y,food_remaining,done
137,East,-1.0,5,7,12,False
138,South,9.0,6,7,12,False
139,South,9.0,6,6,11,False
140,West,9.0,6,5,10,False
141,West,9.0,5,5,9,False
142,West,-1.0,4,5,8,False
143,East,-1.0,3,5,8,False
144,East,-1.0,4,5,8,False
145,East,-1.0,5,5,8,False
146,South,9.0,6,5,8,False
147,South,-1.0,6,4,7,False
148,West,-1.0,6,3,7,False
149,West,-1.0,5,3,7,False
150,West,-1.0,4,3,7,False
151,North,-1.0,3,3,7,False
152,North,-1.0,3,4,7,False
153,West,-1.0,3,5,7,False
154,West,-1.0,2,5,7,False
155,North,9.0,1,5,7,False
156,North,9.0,1,6,6,False
157,North,9.0,1,7,5,False
158,North,49.0,1,8,4,False
159,South,-1.0,1,9,4,False
160,South,-1.0,1,8,4,False
161,South,-1.0,1,7,4,False
162,South,-1.0,1,6,4,False
163,East,-1.0,1,5,4,False
164,East,-1.0,2,5,4,False
165,East,-1.0,3,5,4,False
166,East,-1.0,4,5,4,False
167,East,-1.0,5,5,4,False
168,South,-1.0,6,5,4,False
169,South,-1.0,6,4,4,False
170,West,-1.0,6,3,4,False
171,West,-1.0,5,3,4,False
172,West,-1.0,4,3,4,False
173,Stop,-1.0,3,3,4,False
174,Stop,-1.0,3,3,4,False
175,Stop,-1.0,3,3,4,False
176,North,-1.0,3,3,4,False
177,North,-1.0,3,4,4,False
178,West,-1.0,3,5,4,False
179,West,199.0,2,5,4,False
180,North,-1.0,1,5,4,False
181,North,-1.0,1,6,4,False
182,North,-1.0,1,7,4,False
183,North,-1.0,1,8,4,False
184,East,9.0,1,9,4,False
185,East,9.0,2,9,3,False
186,East,9.0,3,9,2,False
187,South,509.0,4,9,1,True
