step,action,reward,pacman_x,pacman_y,food_remaining,done
136,West,9.0,2,1,23,False
137,North,9.0,1,1,22,False
138,North,9.0,1,2,21,False
139,North,9.0,1,3,20,False
140,North,9.0,1,4,19,False
141,North,9.0,1,5,18,False
142,North,9.0,1,6,17,False
143,North,9.0,1,7,16,False
144,North,49.0,1,8,15,False
145,East,9.0,1,9,15,False
146,East,9.0,2,9,14,False
147,East,9.0,3,9,13,False
148,South,9.0,4,9,12,False
149,South,9.0,4,8,11,False
150,Stop,-1.0,4,7,10,False
151,West,9.0,4,7,10,False
152,East,-1.0,3,7,9,False
153,East,9.0,4,7,9,False
154,East,199.0,5,7,8,False
155,South,9.0,6,7,8,False
156,South,-1.0,6,6,7,False
157,West,9.0,6,5,7,False
158,West,9.0,5,5,6,False
159,West,9.0,4,5,5,False
160,West,209.0,3,5,4,False
161,East,-1.0,2,5,3,False
162,East,-1.0,3,5,3,False
163,East,-1.0,4,5,3,False
164,East,-1.0,5,5,3,False
165,West,-1.0,6,5,3,False
166,West,-1.0,5,5,3,False
167,West,-1.0,4,5,3,False
168,North,9.0,3,5,3,False
169,North,-1.0,3,6,2,False
170,East,-1.0,3,7,2,False
171,East,-1.0,4,7,2,False
172,East,-1.0,5,7,2,False
173,South,-1.0,6,7,2,False
174,South,-1.0,6,6,2,False
175,West,-1.0,6,5,2,False
176,West,-1.0,5,5,2,False
177,West,-1.0,4,5,2,False
178,South,9.0,3,5,2,False
179,South,509.0,3,4,1,True
