step,action,reward,pacman_x,pacman_y,food_remaining,done
137,West,-1.0,4,5,21,False
138,South,9.0,3,5,21,False
139,South,9.0,3,4,20,False
140,East,9.0,3,3,19,False
141,East,9.0,4,3,18,False
142,West,-1.0,5,3,17,False
143,South,9.0,4,3,17,False
144,South,9.0,4,2,16,False
145,Stop,-1.0,4,1,15,False
146,West,9.0,4,1,15,False
147,West,9.0,3,1,14,False
148,West,9.0,2,1,13,False
149,Stop,-1.0,1,1,12,False
150,North,9.0,1,1,12,False
151,North,9.0,1,2,11,False
152,North,9.0,1,3,10,False
153,North,9.0,1,4,9,False
154,East,9.0,1,5,8,False
155,East,-1.0,2,5,7,False
156,North,-1.0,3,5,7,False
157,North,-1.0,3,6,7,False
158,East,-1.0,3,7,7,False
159,East,-1.0,4,7,7,False
160,East,-1.0,5,7,7,False
161,North,-1.0,6,7,7,False
162,North,-1.0,6,8,7,False
163,Stop,-1.0,6,9,7,False
164,Stop,-1.0,6,9,7,False
165,South,-1.0,6,9,7,False
166,South,-1.0,6,8,7,False
167,West,-1.0,6,7,7,False
168,West,-1.0,5,7,7,False
169,North,9.0,4,7,7,False
170,North,9.0,4,8,6,False
171,West,9.0,4,9,5,False
172,West,9.0,3,9,4,False
173,West,49.0,2,9,3,False
174,Stop,-1.0,1,9,3,False
175,South,9.0,1,9,3,False
176,South,9.0,1,8,2,False
177,South,509.0,1,7,1,True
